,MFI,artist,album,song,original_path,original_file,16k_path,16k_file,sample_full
30233,hombre,Pink Floyd,Pink Floyd - The Wall,02 - Is There Anybody Out There,/audio/hombre/Pink Floyd/Pink Floyd - The Wall,/audio/hombre/Pink Floyd/Pink Floyd - The Wall/02 - Is There Anybody Out There.flac,..\data\masterDS,..\data\masterDS\02 - Is There Anybody Out There0.flac,full
30250,hombre,Pink Floyd,Pink Floyd - The Wall,03 - Nobody Home,/audio/hombre/Pink Floyd/Pink Floyd - The Wall,/audio/hombre/Pink Floyd/Pink Floyd - The Wall/03 - Nobody Home.flac,..\data\masterDS,..\data\masterDS\03 - Nobody Home0.flac,full
30271,hombre,Pink Floyd,Pink Floyd - The Wall,04 - Vera,/audio/hombre/Pink Floyd/Pink Floyd - The Wall,/audio/hombre/Pink Floyd/Pink Floyd - The Wall/04 - Vera.flac,..\data\masterDS,..\data\masterDS\04 - Vera0.flac,full
30281,hombre,Pink Floyd,Pink Floyd - The Wall,05 - Bring The Boys Back Home,/audio/hombre/Pink Floyd/Pink Floyd - The Wall,/audio/hombre/Pink Floyd/Pink Floyd - The Wall/05 - Bring The Boys Back Home.flac,..\data\masterDS,..\data\masterDS\05 - Bring The Boys Back Home0.flac,full
30290,hombre,Pink Floyd,Pink Floyd - The Wall,06 - Comfortably Numb,/audio/hombre/Pink Floyd/Pink Floyd - The Wall,/audio/hombre/Pink Floyd/Pink Floyd - The Wall/06 - Comfortably Numb.flac,..\data\masterDS,..\data\masterDS\06 - Comfortably Numb0.flac,full
30329,hombre,Pink Floyd,Pink Floyd - The Wall,07 - The Show Must Go On,/audio/hombre/Pink Floyd/Pink Floyd - The Wall,/audio/hombre/Pink Floyd/Pink Floyd - The Wall/07 - The Show Must Go On.flac,..\data\masterDS,..\data\masterDS\07 - The Show Must Go On0.flac,full
30339,hombre,Pink Floyd,Pink Floyd - The Wall,08 - In The Flesh,/audio/hombre/Pink Floyd/Pink Floyd - The Wall,/audio/hombre/Pink Floyd/Pink Floyd - The Wall/08 - In The Flesh.flac,..\data\masterDS,..\data\masterDS\08 - In The Flesh0.flac,full
30365,hombre,Pink Floyd,Pink Floyd - The Wall,09 - Run Like Hell,/audio/hombre/Pink Floyd/Pink Floyd - The Wall,/audio/hombre/Pink Floyd/Pink Floyd - The Wall/09 - Run Like Hell.flac,..\data\masterDS,..\data\masterDS\09 - Run Like Hell0.flac,full
30392,hombre,Pink Floyd,Pink Floyd - The Wall,10 - Waiting For The Worms,/audio/hombre/Pink Floyd/Pink Floyd - The Wall,/audio/hombre/Pink Floyd/Pink Floyd - The Wall/10 - Waiting For The Worms.flac,..\data\masterDS,..\data\masterDS\10 - Waiting For The Worms0.flac,full
30416,hombre,Pink Floyd,Pink Floyd - The Wall,11 - Stop,/audio/hombre/Pink Floyd/Pink Floyd - The Wall,/audio/hombre/Pink Floyd/Pink Floyd - The Wall/11 - Stop.flac,..\data\masterDS,..\data\masterDS\11 - Stop0.flac,full
30420,hombre,Pink Floyd,Pink Floyd - The Wall,12 - The Trial,/audio/hombre/Pink Floyd/Pink Floyd - The Wall,/audio/hombre/Pink Floyd/Pink Floyd - The Wall/12 - The Trial.flac,..\data\masterDS,..\data\masterDS\12 - The Trial0.flac,full
30452,hombre,Pink Floyd,Pink Floyd - The Wall,13 - Outside The Wall,/audio/hombre/Pink Floyd/Pink Floyd - The Wall,/audio/hombre/Pink Floyd/Pink Floyd - The Wall/13 - Outside The Wall.flac,..\data\masterDS,..\data\masterDS\13 - Outside The Wall0.flac,full
30463,hombre,Pink Floyd,Pink Floyd - Ummagumma,01 - Sysyphus [Part One],/audio/hombre/Pink Floyd/Pink Floyd - Ummagumma,/audio/hombre/Pink Floyd/Pink Floyd - Ummagumma/01 - Sysyphus [Part One].flac,..\data\masterDS,..\data\masterDS\01 - Sysyphus [Part One]0.flac,full
30470,hombre,Pink Floyd,Pink Floyd - Ummagumma,02 - Sysyphus [Part Two],/audio/hombre/Pink Floyd/Pink Floyd - Ummagumma,/audio/hombre/Pink Floyd/Pink Floyd - Ummagumma/02 - Sysyphus [Part Two].flac,..\data\masterDS,..\data\masterDS\02 - Sysyphus [Part Two]0.flac,full
30492,hombre,Pink Floyd,Pink Floyd - Ummagumma,03 - Sysyphus [Part Three],/audio/hombre/Pink Floyd/Pink Floyd - Ummagumma,/audio/hombre/Pink Floyd/Pink Floyd - Ummagumma/03 - Sysyphus [Part Three].flac,..\data\masterDS,..\data\masterDS\03 - Sysyphus [Part Three]0.flac,full
30503,hombre,Pink Floyd,Pink Floyd - Ummagumma,04 - Sysyphus [Part Four],/audio/hombre/Pink Floyd/Pink Floyd - Ummagumma,/audio/hombre/Pink Floyd/Pink Floyd - Ummagumma/04 - Sysyphus [Part Four].flac,..\data\masterDS,..\data\masterDS\04 - Sysyphus [Part Four]0.flac,full
30545,hombre,Pink Floyd,Pink Floyd - Ummagumma,05 - Grantchester Meadows,/audio/hombre/Pink Floyd/Pink Floyd - Ummagumma,/audio/hombre/Pink Floyd/Pink Floyd - Ummagumma/05 - Grantchester Meadows.flac,..\data\masterDS,..\data\masterDS\05 - Grantchester Meadows0.flac,full
30590,hombre,Pink Floyd,Pink Floyd - Ummagumma,06 - Several Species of small furry Animals gathered together in a Cave,/audio/hombre/Pink Floyd/Pink Floyd - Ummagumma,/audio/hombre/Pink Floyd/Pink Floyd - Ummagumma/06 - Several Species of small furry Animals gathered together in a Cave.flac,..\data\masterDS,..\data\masterDS\06 - Several Species of small furry Animals gathered together in a Cave0.flac,full
30620,hombre,Pink Floyd,Pink Floyd - Ummagumma,07 - The narrow Way [Part One],/audio/hombre/Pink Floyd/Pink Floyd - Ummagumma,/audio/hombre/Pink Floyd/Pink Floyd - Ummagumma/07 - The narrow Way [Part One].flac,..\data\masterDS,..\data\masterDS\07 - The narrow Way [Part One]0.flac,full
30641,hombre,Pink Floyd,Pink Floyd - Ummagumma,08 - The narrow Way [Part Two],/audio/hombre/Pink Floyd/Pink Floyd - Ummagumma,/audio/hombre/Pink Floyd/Pink Floyd - Ummagumma/08 - The narrow Way [Part Two].flac,..\data\masterDS,..\data\masterDS\08 - The narrow Way [Part Two]0.flac,full
30659,hombre,Pink Floyd,Pink Floyd - Ummagumma,09 - The narrow Way [Part Three],/audio/hombre/Pink Floyd/Pink Floyd - Ummagumma,/audio/hombre/Pink Floyd/Pink Floyd - Ummagumma/09 - The narrow Way [Part Three].flac,..\data\masterDS,..\data\masterDS\09 - The narrow Way [Part Three]0.flac,full
30695,hombre,Pink Floyd,Pink Floyd - Ummagumma,"10 - The grand Vizier's Garden Party [Part One, Entrance]",/audio/hombre/Pink Floyd/Pink Floyd - Ummagumma,"/audio/hombre/Pink Floyd/Pink Floyd - Ummagumma/10 - The grand Vizier's Garden Party [Part One, Entrance].flac",..\data\masterDS,"..\data\masterDS\10 - The grand Vizier's Garden Party [Part One, Entrance]0.flac",full
30702,hombre,Pink Floyd,Pink Floyd - Ummagumma,"11 - The grand Vizier's Garden Party [Part Two, Entertainment]",/audio/hombre/Pink Floyd/Pink Floyd - Ummagumma,"/audio/hombre/Pink Floyd/Pink Floyd - Ummagumma/11 - The grand Vizier's Garden Party [Part Two, Entertainment].flac",..\data\masterDS,"..\data\masterDS\11 - The grand Vizier's Garden Party [Part Two, Entertainment]0.flac",full
30745,hombre,Pink Floyd,Pink Floyd - Ummagumma,"12 - The grand Vizier's Garden Party [Part Three, Exit]",/audio/hombre/Pink Floyd/Pink Floyd - Ummagumma,"/audio/hombre/Pink Floyd/Pink Floyd - Ummagumma/12 - The grand Vizier's Garden Party [Part Three, Exit].flac",..\data\masterDS,"..\data\masterDS\12 - The grand Vizier's Garden Party [Part Three, Exit]0.flac",full
30749,hombre,Pink Floyd,Pink Floyd - Wish You Were Here,01 - Shine On You Crazy Diamond [Parts I–V],/audio/hombre/Pink Floyd/Pink Floyd - Wish You Were Here,/audio/hombre/Pink Floyd/Pink Floyd - Wish You Were Here/01 - Shine On You Crazy Diamond [Parts I–V].flac,..\data\masterDS,..\data\masterDS\01 - Shine On You Crazy Diamond [Parts I–V]0.flac,full
30831,hombre,Pink Floyd,Pink Floyd - Wish You Were Here,02 - Welcome to The Machine,/audio/hombre/Pink Floyd/Pink Floyd - Wish You Were Here,/audio/hombre/Pink Floyd/Pink Floyd - Wish You Were Here/02 - Welcome to The Machine.flac,..\data\masterDS,..\data\masterDS\02 - Welcome to The Machine0.flac,full
30876,hombre,Pink Floyd,Pink Floyd - Wish You Were Here,03 - Have a Cigar,/audio/hombre/Pink Floyd/Pink Floyd - Wish You Were Here,/audio/hombre/Pink Floyd/Pink Floyd - Wish You Were Here/03 - Have a Cigar.flac,..\data\masterDS,..\data\masterDS\03 - Have a Cigar0.flac,full
30907,hombre,Pink Floyd,Pink Floyd - Wish You Were Here,04 - Wish You Were Here,/audio/hombre/Pink Floyd/Pink Floyd - Wish You Were Here,/audio/hombre/Pink Floyd/Pink Floyd - Wish You Were Here/04 - Wish You Were Here.flac,..\data\masterDS,..\data\masterDS\04 - Wish You Were Here0.flac,full
30942,hombre,Pink Floyd,Pink Floyd - Wish You Were Here,05 - Shine On You Crazy Diamond [Parts VI–IX],/audio/hombre/Pink Floyd/Pink Floyd - Wish You Were Here,/audio/hombre/Pink Floyd/Pink Floyd - Wish You Were Here/05 - Shine On You Crazy Diamond [Parts VI–IX].flac,..\data\masterDS,..\data\masterDS\05 - Shine On You Crazy Diamond [Parts VI–IX]0.flac,full
31017,hombre,Pink Floyd,The Best Of Pink Floyd [Disc 1],01 - Astronomy domine,/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 1],/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 1]/01 - Astronomy domine.flac,..\data\masterDS,..\data\masterDS\01 - Astronomy domine0.flac,full
31043,hombre,Pink Floyd,The Best Of Pink Floyd [Disc 1],02 - See Emily play,/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 1],/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 1]/02 - See Emily play.flac,..\data\masterDS,..\data\masterDS\02 - See Emily play0.flac,full
31060,hombre,Pink Floyd,The Best Of Pink Floyd [Disc 1],03 - The Happiest Days of Our Lives,/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 1],/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 1]/03 - The Happiest Days of Our Lives.flac,..\data\masterDS,..\data\masterDS\03 - The Happiest Days of Our Lives0.flac,full
31070,hombre,Pink Floyd,The Best Of Pink Floyd [Disc 1],04 - Another Brick in the Wall [Part 2],/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 1],/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 1]/04 - Another Brick in the Wall [Part 2].flac,..\data\masterDS,..\data\masterDS\04 - Another Brick in the Wall [Part 2]0.flac,full
31095,hombre,Pink Floyd,The Best Of Pink Floyd [Disc 1],05 - Echoes [Edited version],/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 1],/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 1]/05 - Echoes [Edited version].flac,..\data\masterDS,..\data\masterDS\05 - Echoes [Edited version]0.flac,full
31195,hombre,Pink Floyd,The Best Of Pink Floyd [Disc 1],06 - Hey you,/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 1],/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 1]/06 - Hey you.flac,..\data\masterDS,..\data\masterDS\06 - Hey you0.flac,full
31223,hombre,Pink Floyd,The Best Of Pink Floyd [Disc 1],07 - Marooned [Edited version],/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 1],/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 1]/07 - Marooned [Edited version].flac,..\data\masterDS,..\data\masterDS\07 - Marooned [Edited version]0.flac,full
31236,hombre,Pink Floyd,The Best Of Pink Floyd [Disc 1],08 - The Great Gig in the Sky,/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 1],/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 1]/08 - The Great Gig in the Sky.flac,..\data\masterDS,..\data\masterDS\08 - The Great Gig in the Sky0.flac,full
31265,hombre,Pink Floyd,The Best Of Pink Floyd [Disc 1],09 - Set the Controls for the Heart of the Sun,/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 1],/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 1]/09 - Set the Controls for the Heart of the Sun.flac,..\data\masterDS,..\data\masterDS\09 - Set the Controls for the Heart of the Sun0.flac,full
31298,hombre,Pink Floyd,The Best Of Pink Floyd [Disc 1],10 - Money,/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 1],/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 1]/10 - Money.flac,..\data\masterDS,..\data\masterDS\10 - Money0.flac,full
31337,hombre,Pink Floyd,The Best Of Pink Floyd [Disc 1],11 - Keep talking,/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 1],/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 1]/11 - Keep talking.flac,..\data\masterDS,..\data\masterDS\11 - Keep talking0.flac,full
31373,hombre,Pink Floyd,The Best Of Pink Floyd [Disc 1],12 - Sheep [Early fade-out],/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 1],/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 1]/12 - Sheep [Early fade-out].flac,..\data\masterDS,..\data\masterDS\12 - Sheep [Early fade-out]0.flac,full
31432,hombre,Pink Floyd,The Best Of Pink Floyd [Disc 1],13 - Sorrow,/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 1],/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 1]/13 - Sorrow.flac,..\data\masterDS,..\data\masterDS\13 - Sorrow0.flac,full
31485,hombre,Pink Floyd,The Best Of Pink Floyd [Disc 2],01 - Shine On You Crazy Diamond [Parts 1 - 7],/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 2],/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 2]/01 - Shine On You Crazy Diamond [Parts 1 - 7].flac,..\data\masterDS,..\data\masterDS\01 - Shine On You Crazy Diamond [Parts 1 - 7]0.flac,full
31591,hombre,Pink Floyd,The Best Of Pink Floyd [Disc 2],"02 - Time, Breathe [includes 'Breathe Reprise']",/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 2],"/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 2]/02 - Time, Breathe [includes 'Breathe Reprise'].flac",..\data\masterDS,"..\data\masterDS\02 - Time, Breathe [includes 'Breathe Reprise']0.flac",full
31632,hombre,Pink Floyd,The Best Of Pink Floyd [Disc 2],03 - The Fletcher Memorial Home,/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 2],/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 2]/03 - The Fletcher Memorial Home.flac,..\data\masterDS,..\data\masterDS\03 - The Fletcher Memorial Home0.flac,full
31657,hombre,Pink Floyd,The Best Of Pink Floyd [Disc 2],04 - Comfortably Numb [includes ending of 'Bring the Boys Back Home'],/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 2],/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 2]/04 - Comfortably Numb [includes ending of 'Bring the Boys Back Home'].flac,..\data\masterDS,..\data\masterDS\04 - Comfortably Numb [includes ending of 'Bring the Boys Back Home']0.flac,full
31699,hombre,Pink Floyd,The Best Of Pink Floyd [Disc 2],05 - When The Tigers Broke Free,/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 2],/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 2]/05 - When The Tigers Broke Free.flac,..\data\masterDS,..\data\masterDS\05 - When The Tigers Broke Free0.flac,full
31722,hombre,Pink Floyd,The Best Of Pink Floyd [Disc 2],06 - One Of These Days [edited version],/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 2],/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 2]/06 - One Of These Days [edited version].flac,..\data\masterDS,..\data\masterDS\06 - One Of These Days [edited version]0.flac,full
31754,hombre,Pink Floyd,The Best Of Pink Floyd [Disc 2],07 - Us And Them,/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 2],/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 2]/07 - Us And Them.flac,..\data\masterDS,..\data\masterDS\07 - Us And Them0.flac,full
31802,hombre,Pink Floyd,The Best Of Pink Floyd [Disc 2],08 - Learning To Fly,/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 2],/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 2]/08 - Learning To Fly.flac,..\data\masterDS,..\data\masterDS\08 - Learning To Fly0.flac,full
31832,hombre,Pink Floyd,The Best Of Pink Floyd [Disc 2],09 - Arnold Layne,/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 2],/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 2]/09 - Arnold Layne.flac,..\data\masterDS,..\data\masterDS\09 - Arnold Layne0.flac,full
31850,hombre,Pink Floyd,The Best Of Pink Floyd [Disc 2],10 - Wish You Were Here,/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 2],/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 2]/10 - Wish You Were Here.flac,..\data\masterDS,..\data\masterDS\10 - Wish You Were Here0.flac,full
31883,hombre,Pink Floyd,The Best Of Pink Floyd [Disc 2],11 - Jugband Blues,/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 2],/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 2]/11 - Jugband Blues.flac,..\data\masterDS,..\data\masterDS\11 - Jugband Blues0.flac,full
31901,hombre,Pink Floyd,The Best Of Pink Floyd [Disc 2],12 - High Hopes [Abridged Version],/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 2],/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 2]/12 - High Hopes [Abridged Version].flac,..\data\masterDS,..\data\masterDS\12 - High Hopes [Abridged Version]0.flac,full
31943,hombre,Pink Floyd,The Best Of Pink Floyd [Disc 2],13 - Bike,/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 2],/audio/hombre/Pink Floyd/The Best Of Pink Floyd [Disc 2]/13 - Bike.flac,..\data\masterDS,..\data\masterDS\13 - Bike0.flac,full
31964,hombre,Pink Floyd,The Division Bell,01 - Cluster One,/audio/hombre/Pink Floyd/The Division Bell,/audio/hombre/Pink Floyd/The Division Bell/01 - Cluster One.flac,..\data\masterDS,..\data\masterDS\01 - Cluster One0.flac,full
32000,hombre,Pink Floyd,The Division Bell,02 - What Do You Want From Me,/audio/hombre/Pink Floyd/The Division Bell,/audio/hombre/Pink Floyd/The Division Bell/02 - What Do You Want From Me.flac,..\data\masterDS,..\data\masterDS\02 - What Do You Want From Me0.flac,full
32027,hombre,Pink Floyd,The Division Bell,03 - Poles Apart,/audio/hombre/Pink Floyd/The Division Bell,/audio/hombre/Pink Floyd/The Division Bell/03 - Poles Apart.flac,..\data\masterDS,..\data\masterDS\03 - Poles Apart0.flac,full
32070,hombre,Pink Floyd,The Division Bell,04 - Marooned,/audio/hombre/Pink Floyd/The Division Bell,/audio/hombre/Pink Floyd/The Division Bell/04 - Marooned.flac,..\data\masterDS,..\data\masterDS\04 - Marooned0.flac,full
32103,hombre,Pink Floyd,The Division Bell,05 - A Great Day For Freedom,/audio/hombre/Pink Floyd/The Division Bell,/audio/hombre/Pink Floyd/The Division Bell/05 - A Great Day For Freedom.flac,..\data\masterDS,..\data\masterDS\05 - A Great Day For Freedom0.flac,full
32129,hombre,Pink Floyd,The Division Bell,06 - Wearing The Inside Out,/audio/hombre/Pink Floyd/The Division Bell,/audio/hombre/Pink Floyd/The Division Bell/06 - Wearing The Inside Out.flac,..\data\masterDS,..\data\masterDS\06 - Wearing The Inside Out0.flac,full
32170,hombre,Pink Floyd,The Division Bell,07 - Take It Back,/audio/hombre/Pink Floyd/The Division Bell,/audio/hombre/Pink Floyd/The Division Bell/07 - Take It Back.flac,..\data\masterDS,..\data\masterDS\07 - Take It Back0.flac,full
32208,hombre,Pink Floyd,The Division Bell,08 - Coming Back To Life,/audio/hombre/Pink Floyd/The Division Bell,/audio/hombre/Pink Floyd/The Division Bell/08 - Coming Back To Life.flac,..\data\masterDS,..\data\masterDS\08 - Coming Back To Life0.flac,full
32246,hombre,Pink Floyd,The Division Bell,09 - Keep Talking,/audio/hombre/Pink Floyd/The Division Bell,/audio/hombre/Pink Floyd/The Division Bell/09 - Keep Talking.flac,..\data\masterDS,..\data\masterDS\09 - Keep Talking0.flac,full
32284,hombre,Pink Floyd,The Division Bell,10 - Lost For Words,/audio/hombre/Pink Floyd/The Division Bell,/audio/hombre/Pink Floyd/The Division Bell/10 - Lost For Words.flac,..\data\masterDS,..\data\masterDS\10 - Lost For Words0.flac,full
32316,hombre,Pink Floyd,The Division Bell,11 - High Hopes,/audio/hombre/Pink Floyd/The Division Bell,/audio/hombre/Pink Floyd/The Division Bell/11 - High Hopes.flac,..\data\masterDS,..\data\masterDS\11 - High Hopes0.flac,full
32368,hombre,Pink Floyd,The Piper At The Gates Of Dawn 40th,01 - Astronomy Domine,/audio/hombre/Pink Floyd/The Piper At The Gates Of Dawn 40th,/audio/hombre/Pink Floyd/The Piper At The Gates Of Dawn 40th/01 - Astronomy Domine.flac,..\data\masterDS,..\data\masterDS\01 - Astronomy Domine0.flac,full
32394,hombre,Pink Floyd,The Piper At The Gates Of Dawn 40th,02 - Lucifer Sam,/audio/hombre/Pink Floyd/The Piper At The Gates Of Dawn 40th,/audio/hombre/Pink Floyd/The Piper At The Gates Of Dawn 40th/02 - Lucifer Sam.flac,..\data\masterDS,..\data\masterDS\02 - Lucifer Sam0.flac,full
32413,hombre,Pink Floyd,The Piper At The Gates Of Dawn 40th,03 - Matilda Mother,/audio/hombre/Pink Floyd/The Piper At The Gates Of Dawn 40th,/audio/hombre/Pink Floyd/The Piper At The Gates Of Dawn 40th/03 - Matilda Mother.flac,..\data\masterDS,..\data\masterDS\03 - Matilda Mother0.flac,full
32432,hombre,Pink Floyd,The Piper At The Gates Of Dawn 40th,04 - Flaming,/audio/hombre/Pink Floyd/The Piper At The Gates Of Dawn 40th,/audio/hombre/Pink Floyd/The Piper At The Gates Of Dawn 40th/04 - Flaming.flac,..\data\masterDS,..\data\masterDS\04 - Flaming0.flac,full
32449,hombre,Pink Floyd,The Piper At The Gates Of Dawn 40th,05 - Pow R. Toc H.,/audio/hombre/Pink Floyd/The Piper At The Gates Of Dawn 40th,/audio/hombre/Pink Floyd/The Piper At The Gates Of Dawn 40th/05 - Pow R. Toc H..flac,..\data\masterDS,..\data\masterDS\05 - Pow R. Toc H.0.flac,full
32476,hombre,Pink Floyd,The Piper At The Gates Of Dawn 40th,06 - Take Up Thy Stethoscope And Walk,/audio/hombre/Pink Floyd/The Piper At The Gates Of Dawn 40th,/audio/hombre/Pink Floyd/The Piper At The Gates Of Dawn 40th/06 - Take Up Thy Stethoscope And Walk.flac,..\data\masterDS,..\data\masterDS\06 - Take Up Thy Stethoscope And Walk0.flac,full
